Shipment ID,Container ID,Timestamp,Date,Time,Product Category,Product Name,Vehicle Type,Origin City,Destination City,Transport Mode,Latitude,Longitude,Temperature,Humidity,Battery,Shock,Vibration,Delay Hours,Sensor Status,Weather,Driver ID,Route ID,Trip Distance,Trip Duration,Fuel Consumption
SHP-6A008ED87672,CTR-CF031EE776,2026-06-17 16:06:06,2026-06-17,16:06:06,Seafood,Fish,Cold Storage Container,Nagpur,Kochi,Rail,14.866601,78.046047,-0.28,55.68,74.54,124.79,0.758,2.95,Active,Heatwave,DRV-5D7FA6EF,RTE-B7F1FE24,1169.18,64.42,245.96
SHP-9E29546E48ED,CTR-819FC4A433,2026-06-24 06:37:06,2026-06-24,06:37:06,Frozen Foods,Frozen Pizza,Mini Reefer Truck,Kochi,Bhubaneswar,Sea,15.155903,81.620861,-2.01,59.78,38.38,8.76,12.421,4.08,Warning,Storm,DRV-C1C521BD,RTE-DA65B379,2081.48,73.27,267.02
SHP-DF5CB583CD31,CTR-AE8A06D769,2026-05-21 22:09:06,2026-05-21,22:09:06,Dairy Products,Curd,Insulated Container,Varanasi,Srinagar,Sea,30.101582,78.532673,1.59,60.47,69.55,63.52,2.021,6.4,Warning,Rain,DRV-C86D54A0,RTE-9C3200F5,2389.12,51.32,375.33
SHP-C3291331090C,CTR-8AAD6D41DD,2026-06-30 03:30:06,2026-06-30,03:30:06,Frozen Foods,Frozen Peas,Insulated Container,Srinagar,Kochi,Sea,22.034569,75.569671,1.56,36.71,66.4,50.68,4.988,18.12,Warning,Clear,DRV-EF674F03,RTE-765FCD57,2069.47,75.65,346.74
SHP-852000331F95,CTR-26AB414E36,2026-06-21 15:37:06,2026-06-21,15:37:06,Fresh Vegetables,Broccoli,Refrigerated Van,Durgapur,Chennai,Sea,18.473963,83.38212,1.42,46.72,60.59,83.63,6.806,0.82,Active,Clear,DRV-2768FCDA,RTE-040FC799,1475.75,62.23,207.09
SHP-5DBCDBC9C265,CTR-BCFC90FF8F,2026-05-20 17:14:06,2026-05-20,17:14:06,Bakery Products,Bread,Refrigerated Truck,Indore,Coimbatore,Sea,17.077261,76.668729,3.69,53.0,82.44,35.21,10.554,1.03,Active,Heatwave,DRV-F3FE71B3,RTE-2276C066,2475.21,82.03,462.19
SHP-AA259CBB4667,CTR-57C40FEB5F,2026-05-25 17:18:06,2026-05-25,17:18:06,Dairy Products,Cheese,Refrigerated Van,Chandigarh,Visakhapatnam,Sea,24.479997,80.293468,3.48,42.15,13.13,98.97,5.122,1.7,Inactive,Rain,DRV-AAAB9D5D,RTE-66490AF0,2293.58,80.82,329.45
SHP-9DE873023A21,CTR-E531202724,2026-06-16 05:45:06,2026-06-16,05:45:06,Vaccines,Polio Vaccine,Mini Reefer Truck,Ahmedabad,Hyderabad,Sea,20.266466,75.656456,-1.62,54.55,15.81,73.05,4.016,3.36,Active,Cold Wave,DRV-59FCED90,RTE-FF16A0F5,2253.78,77.55,292.21
SHP-347DAB8BD440,CTR-220EE1EAA1,2026-07-02 08:03:06,2026-07-02,08:03:06,Seafood,Salmon,Insulated Container,Durgapur,Asansol,Rail,23.779863,87.792636,3.61,56.54,12.21,86.66,5.288,2.08,Inactive,Heatwave,DRV-E9B0F188,RTE-BB929284,1021.09,49.16,171.07
SHP-F0F99A553C33,CTR-F9866AAF21,2026-07-08 12:06:06,2026-07-08,12:06:06,Ice Cream,Ice Cream,Reefer Trailer,Lucknow,Nagpur,Road,24.052303,79.234453,-1.5,57.64,47.96,110.49,1.939,11.52,Warning,Storm,DRV-585F2E87,RTE-EAD868F7,691.91,48.63,142.87
SHP-D1F17214A3A4,CTR-DC4BC96E5B,2026-06-14 20:36:06,2026-06-14,20:36:06,Frozen Foods,Frozen French Fries,Refrigerated Truck,Mumbai,Coimbatore,Road,14.972856,75.566438,0.06,27.94,56.98,302.13,2.092,18.52,Critical,Heatwave,DRV-BB957D95,RTE-A76D5F6F,1230.39,49.8,236.15
SHP-095C505F5310,CTR-BA64BB0650,2026-06-06 16:51:06,2026-06-06,16:51:06,Vaccines,COVID-19 Vaccine,Refrigerated Van,Ranchi,Visakhapatnam,Rail,20.633794,83.994472,-1.44,34.55,81.05,88.88,3.941,0.76,Active,Cold Wave,DRV-FF79068F,RTE-9B0B3D50,997.97,38.46,131.42
SHP-E6594E2BAFFD,CTR-2109DAC32F,2026-07-17 01:54:06,2026-07-17,01:54:06,Fresh Vegetables,Onion,Refrigerated Truck,Chandigarh,Patna,Air,27.928363,81.722917,3.89,63.58,45.74,90.92,0.464,22.29,Warning,Heatwave,DRV-3D39A1C9,RTE-1D627141,1819.24,15.44,318.07
SHP-06EEB331FAEB,CTR-3D5E97573B,2026-06-16 11:50:06,2026-06-16,11:50:06,Dairy Products,Milk,Refrigerated Van,Varanasi,Coimbatore,Road,17.838589,79.432863,0.87,46.06,61.19,88.01,2.81,29.31,Warning,Fog,DRV-18F09D2E,RTE-E1C22BB0,932.15,29.66,123.82
SHP-319DC2D1174D,CTR-55DA372223,2026-06-07 21:41:06,2026-06-07,21:41:06,Seafood,Prawns,Insulated Container,Coimbatore,Bengaluru,Air,12.306282,77.431418,-0.52,35.71,65.4,237.91,3.367,17.21,Warning,Cold Wave,DRV-1C172567,RTE-7EA7591B,1606.42,1.0,257.25
SHP-D805D2696EEE,CTR-CFE5E840E4,2026-06-15 12:27:06,2026-06-15,12:27:06,Dairy Products,Cheese,Cold Storage Container,Delhi,Noida,Rail,28.261213,77.756034,2.86,58.89,90.05,221.87,16.678,2.28,Active,Fog,DRV-9A0E9B83,RTE-41397312,1258.52,61.79,323.75
SHP-876573ED6927,CTR-31CB7C8698,2026-05-20 16:56:06,2026-05-20,16:56:06,Fresh Vegetables,Lettuce,Cold Storage Container,Asansol,Bhubaneswar,Air,21.607259,86.61163,-5.21,50.1,78.84,0.93,11.496,21.73,Warning,Clear,DRV-592D4F21,RTE-0800EE9B,1907.76,17.09,438.47
SHP-8C4E49B4F96E,CTR-006351753F,2026-06-07 02:18:06,2026-06-07,02:18:06,Dairy Products,Cheese,Reefer Trailer,Indore,Nagpur,Rail,22.057726,77.589526,-13.1,57.96,63.59,80.87,6.788,0.0,Warning,Cloudy,DRV-845A5E52,RTE-7BBAFE1E,754.49,49.97,161.47
SHP-ACE57B66FBF9,CTR-5A5720357A,2026-06-19 21:55:06,2026-06-19,21:55:06,Dairy Products,Paneer,Mini Reefer Truck,Chandigarh,Durgapur,Sea,27.373262,81.710905,1.91,51.99,85.0,38.45,9.055,3.46,Active,Storm,DRV-15C57CF5,RTE-45603534,2734.92,63.31,356.79
SHP-A2CD0DD7ADD2,CTR-7CCF22665D,2026-07-14 02:05:06,2026-07-14,02:05:06,Bakery Products,Bread,Refrigerated Truck,Asansol,Indore,Sea,23.582108,80.665027,0.15,53.3,61.48,86.7,2.075,49.02,Warning,Cloudy,DRV-B304BA1D,RTE-A07C61CB,2185.2,86.14,415.99
SHP-54136648E549,CTR-D1902D0576,2026-07-03 06:34:06,2026-07-03,06:34:06,Frozen Foods,Frozen Peas,Mini Reefer Truck,Gurugram,Indore,Road,25.565166,75.845064,0.6,61.93,81.6,92.76,5.396,2.4,Active,Storm,DRV-CD3FE193,RTE-6D9FE949,1004.28,60.8,146.66
SHP-85C71D191C17,CTR-61E3EE9B76,2026-07-05 20:35:06,2026-07-05,20:35:06,Bakery Products,Cake,Refrigerated Van,Indore,Kochi,Road,15.64838,76.516521,-3.18,55.02,0.0,59.2,8.286,2.41,Active,Clear,DRV-7F21B67C,RTE-F18D1C9B,666.78,26.1,88.61
SHP-21D55AA23696,CTR-AE93C8DC41,2026-06-21 16:11:06,2026-06-21,16:11:06,Frozen Foods,Frozen Pizza,Insulated Container,Kochi,Coimbatore,Air,10.077282,76.796826,-0.06,66.4,82.34,62.12,2.093,3.79,Active,Heatwave,DRV-A4349DEC,RTE-CB5F0497,1806.03,1.0,315.78
SHP-AB10AFA29F23,CTR-84C8D57B31,2026-05-26 14:46:06,2026-05-26,14:46:06,Fresh Vegetables,Onion,Reefer Trailer,Bhopal,Guwahati,Air,24.342547,84.185529,4.81,56.99,65.33,60.99,1.245,5.23,Warning,Storm,DRV-3F63CA74,RTE-C94D97C3,1450.81,9.34,305.31
SHP-76F1671EE0BA,CTR-46ABC5ADB3,2026-06-12 10:28:06,2026-06-12,10:28:06,Chocolate,Chocolate,Cold Storage Container,Chennai,Kochi,Road,11.893237,78.435114,1.98,38.62,58.17,177.05,6.275,4.16,Warning,Cloudy,DRV-5E7639B7,RTE-F98B39B6,1109.0,42.14,263.79
SHP-B38D805724D0,CTR-D173A9E355,2026-07-18 19:15:06,2026-07-18,19:15:06,Chocolate,Chocolate,Cold Storage Container,Bengaluru,Surat,Sea,17.72711,75.595198,0.41,53.22,67.5,90.88,1.398,0.0,Active,Cloudy,DRV-A6A99AC9,RTE-84B5C09C,2314.27,67.98,509.82
SHP-AA4AD43BFAA5,CTR-7122059B92,2026-05-22 15:08:06,2026-05-22,15:08:06,Seafood,Salmon,Reefer Trailer,Noida,Chandigarh,Rail,29.889049,76.876827,-1.05,73.26,73.19,128.39,7.243,3.5,Warning,Cold Wave,DRV-E172F1F0,RTE-B1ACF899,1403.75,88.26,294.1
SHP-1959349B28DE,CTR-592F37B69B,2026-07-11 17:34:06,2026-07-11,17:34:06,Fresh Vegetables,Lettuce,Refrigerated Truck,Siliguri,Kanpur,Sea,26.069139,84.824594,-0.95,58.66,64.31,296.48,10.43,6.72,Warning,Storm,DRV-3889A9CA,RTE-78D0D471,2372.82,73.0,479.86
SHP-3B27011E6A51,CTR-4D8C2CD4E1,2026-06-30 01:12:06,2026-06-30,01:12:06,Dairy Products,Paneer,Mini Reefer Truck,Hyderabad,Nagpur,Road,18.843313,78.276745,-13.9,46.93,76.37,206.11,2.156,24.22,Warning,Cloudy,DRV-739F669D,RTE-B96BBD28,525.53,29.63,58.77
SHP-ED97DC2AD035,CTR-94C5D5C502,2026-06-06 00:21:06,2026-06-06,00:21:06,Fresh Vegetables,Tomato,Refrigerated Van,Hyderabad,Lucknow,Rail,22.159672,78.969395,0.62,58.39,63.3,105.55,2.313,0.75,Active,Fog,DRV-5978E9E0,RTE-36EAE86A,1046.57,42.65,146.5
SHP-0A86D008F001,CTR-DFD8EA0097,2026-07-05 15:50:06,2026-07-05,15:50:06,Meat,Mutton,Mini Reefer Truck,Pune,Chandigarh,Air,25.401365,76.065803,2.03,69.84,77.13,41.68,10.221,20.82,Warning,Cold Wave,DRV-9EB374B0,RTE-475B397C,1495.98,27.78,182.39
SHP-995F3EB0C762,CTR-DE63BA6A2D,2026-07-09 04:39:06,2026-07-09,04:39:06,Bakery Products,Cake,Cold Storage Container,Gurugram,Varanasi,Road,27.041421,80.515008,-10.03,68.52,75.09,34.54,5.143,5.19,Warning,Fog,DRV-42C325F0,RTE-5D4F0EE8,1161.79,34.41,240.02
SHP-D6F2BAF3E403,CTR-CABBD5AA34,2026-05-22 13:46:06,2026-05-22,13:46:06,Dairy Products,Curd,Reefer Trailer,Pune,Guwahati,Sea,22.872633,83.200868,-1.59,44.6,69.3,26.84,9.3,30.33,Warning,Clear,DRV-78037DFA,RTE-2A6570E5,1897.93,85.37,397.35
SHP-A1F5473A8521,CTR-B7C798AE45,2026-05-26 08:46:06,2026-05-26,08:46:06,Medicines,Paracetamol Syrup,Cold Storage Container,Chennai,Gurugram,Air,20.631817,78.461717,-2.78,46.35,64.92,112.7,4.059,8.44,Warning,Heatwave,DRV-260AEBAE,RTE-117FA3C5,1487.74,1.0,349.33
SHP-FBAD0B2406DA,CTR-7BB9F9B887,2026-06-28 22:12:06,2026-06-28,22:12:06,Frozen Foods,Frozen Pizza,Insulated Container,Delhi,Kolkata,Air,25.850318,83.148049,-2.32,47.8,71.74,72.74,4.307,2.72,Active,Cloudy,DRV-936C3FE5,RTE-1C949098,1678.11,20.26,291.79
SHP-95B18ECFB62B,CTR-7ADFCF512C,2026-07-18 22:14:06,2026-07-18,22:14:06,Fresh Vegetables,Onion,Cold Storage Container,Guwahati,Asansol,Road,24.382403,89.485012,0.13,46.47,76.33,27.8,5.041,1.23,Active,Clear,DRV-2992879D,RTE-077908DC,243.52,27.75,48.94
SHP-C861741A7C2C,CTR-B3C4745EE5,2026-05-21 10:02:06,2026-05-21,10:02:06,Fresh Fruits,Banana,Refrigerated Van,Mumbai,Bengaluru,Sea,16.570733,74.523071,-5.0,55.09,93.71,11.52,14.472,1.73,Warning,Storm,DRV-89BB637F,RTE-8F2FA910,2172.39,79.35,355.5
SHP-651D7627BBB2,CTR-6F05CA44B5,2026-06-28 22:07:06,2026-06-28,22:07:06,Bakery Products,Cake,Refrigerated Truck,Kochi,Kolkata,Road,15.874933,82.82685,1.47,30.35,80.8,61.04,8.801,4.98,Warning,Rain,DRV-B13B9B79,RTE-E3C1EFCB,721.06,27.68,129.85
SHP-E1A43F1507B5,CTR-70E3DE433D,2026-05-28 04:07:06,2026-05-28,04:07:06,Frozen Foods,Frozen Pizza,Refrigerated Truck,Guwahati,Ranchi,Rail,24.028337,88.465324,1.81,48.04,81.22,71.81,2.729,2.77,Active,Rain,DRV-D99FA6B0,RTE-B91A66DB,1281.79,43.32,235.32
SHP-2DAA6FF9BEF4,CTR-3B091B87B7,2026-06-27 23:42:06,2026-06-27,23:42:06,Vaccines,COVID-19 Vaccine,Insulated Container,Pune,Chennai,Rail,15.763521,77.025726,-0.6,74.62,100.0,106.88,5.693,1.71,Active,Storm,DRV-C27B82B1,RTE-A0521B32,1235.51,36.88,216.81
SHP-99CDECD01B8D,CTR-C7FF60AD79,2026-06-26 09:06:06,2026-06-26,09:06:06,Frozen Foods,Frozen Peas,Refrigerated Van,Kanpur,Delhi,Air,28.249103,79.446385,-5.95,46.45,75.93,23.42,3.834,0.77,Warning,Heatwave,DRV-37C90F48,RTE-BC238E6E,1161.92,17.55,173.56
SHP-C411C8CF1F54,CTR-75B261B0D7,2026-05-25 09:46:06,2026-05-25,09:46:06,Frozen Foods,Frozen French Fries,Reefer Trailer,Visakhapatnam,Kochi,Sea,13.382858,80.036516,-2.39,63.93,75.57,98.69,3.272,0.0,Active,Heatwave,DRV-6E416C64,RTE-A74C7CC0,2263.13,81.22,466.71
SHP-08AC6913CB7A,CTR-FDE0FDC3AC,2026-06-29 19:46:06,2026-06-29,19:46:06,Bakery Products,Bread,Mini Reefer Truck,Chennai,Delhi,Rail,20.672413,78.36005,2.96,50.1,78.1,33.82,7.098,5.49,Warning,Heatwave,DRV-F8AA6D06,RTE-7D5C0751,966.85,40.05,138.24
SHP-6AF202D05D49,CTR-0F03C3A2E2,2026-07-12 19:15:06,2026-07-12,19:15:06,Dairy Products,Paneer,Reefer Trailer,Kanpur,Pune,Rail,22.533857,76.989875,-18.45,75.66,58.4,205.3,6.091,2.78,Warning,Cloudy,DRV-F9041C06,RTE-E63962B6,1440.18,32.77,301.98
SHP-73C206F8CC92,CTR-2CDCA031F2,2026-07-10 18:53:06,2026-07-10,18:53:06,Fresh Vegetables,Broccoli,Mini Reefer Truck,Bhopal,Jaipur,Rail,24.748218,77.075644,-0.83,59.18,64.9,15.14,2.179,4.17,Warning,Clear,DRV-8507D250,RTE-7E88828E,1412.87,61.21,188.05
SHP-BD76BF0347BC,CTR-5641BD75A9,2026-05-21 17:17:06,2026-05-21,17:17:06,Chocolate,Chocolate,Refrigerated Truck,Jaipur,Noida,Rail,27.535157,76.294252,-7.26,68.22,64.18,110.16,5.051,12.4,Warning,Rain,DRV-66AE2C5E,RTE-8568E661,1315.02,41.12,251.51
SHP-705BCA912C0D,CTR-3D951F600C,2026-06-03 17:39:06,2026-06-03,17:39:06,Fresh Fruits,Orange,Cold Storage Container,Patna,Gurugram,Road,27.075205,81.811493,1.93,52.01,77.45,110.3,3.188,33.71,Warning,Clear,DRV-BDF780FE,RTE-8A2F7E35,645.87,33.9,134.26
SHP-FD31622BA589,CTR-A37642209C,2026-06-03 10:19:06,2026-06-03,10:19:06,Fresh Fruits,Banana,Cold Storage Container,Srinagar,Hyderabad,Air,25.090133,76.692069,-1.62,59.86,68.0,106.67,6.778,1.45,Active,Rain,DRV-344D3026,RTE-3E17C854,1176.24,1.0,282.0
SHP-D30BE1AD7A61,CTR-1C9E71A941,2026-06-16 04:16:06,2026-06-16,04:16:06,Fresh Vegetables,Tomato,Insulated Container,Surat,Lucknow,Air,23.774575,77.439433,0.97,50.4,71.59,10.42,3.07,15.62,Warning,Fog,DRV-CA8DA2A7,RTE-0C5ECC50,1661.18,16.49,274.23
SHP-C4F0121B807C,CTR-8DF7580A9C,2026-05-28 13:29:06,2026-05-28,13:29:06,Fresh Vegetables,Lettuce,Reefer Trailer,Srinagar,Kochi,Rail,22.184227,75.775605,4.96,53.57,82.51,33.41,4.327,7.2,Warning,Rain,DRV-5706A5B1,RTE-5BB48CE9,837.61,54.76,163.29
SHP-6AD236530231,CTR-80D2AAD483,2026-07-10 05:47:06,2026-07-10,05:47:06,Fresh Fruits,Apple,Refrigerated Van,Gurugram,Jaipur,Air,27.322095,76.039472,4.41,52.64,79.93,116.21,3.348,4.19,Warning,Cloudy,DRV-636CDCAF,RTE-35F2820D,1613.58,25.1,243.21
SHP-18208EEF9A78,CTR-20D45D33BE,2026-07-05 14:04:06,2026-07-05,14:04:06,Meat,Mutton,Mini Reefer Truck,Mumbai,Chennai,Air,16.563056,76.18275,-0.42,47.92,68.14,268.86,0.905,38.98,Warning,Rain,DRV-DD0A5982,RTE-40F7B35B,1642.28,20.59,204.44
SHP-DDC1C1CE650E,CTR-325B369681,2026-07-07 11:33:06,2026-07-07,11:33:06,Seafood,Salmon,Cold Storage Container,Mumbai,Kanpur,Air,22.897633,76.542574,3.63,52.92,62.3,8.92,13.996,0.38,Active,Rain,DRV-7E770025,RTE-A375D7DB,1619.27,19.8,371.2
SHP-0645735B4C6E,CTR-5B04B3725E,2026-05-31 20:56:06,2026-05-31,20:56:06,Fresh Vegetables,Tomato,Insulated Container,Ranchi,Delhi,Air,26.259466,80.846175,-3.56,90.75,83.06,40.24,5.008,2.05,Warning,Rain,DRV-52D43D1C,RTE-2F7A768B,1178.22,8.78,203.67
SHP-BB95DC157058,CTR-A0090A4FE4,2026-05-20 20:31:06,2026-05-20,20:31:06,Seafood,Prawns,Reefer Trailer,Nagpur,Coimbatore,Road,16.356324,78.454796,2.86,48.05,78.9,88.26,14.321,4.62,Warning,Cloudy,DRV-B392308B,RTE-45061A18,840.25,33.56,191.37
SHP-2286350F12F7,CTR-AF94231DF3,2026-07-13 14:51:06,2026-07-13,14:51:06,Fresh Vegetables,Onion,Refrigerated Van,Ranchi,Gurugram,Rail,25.933724,81.452449,-1.83,53.02,51.53,8.89,5.183,0.28,Active,Cold Wave,DRV-7B50B178,RTE-3592CEAE,1210.97,54.34,164.72
SHP-3EF667A458E8,CTR-549D396643,2026-06-06 07:33:06,2026-06-06,07:33:06,Vaccines,BCG Vaccine,Refrigerated Truck,Nagpur,Lucknow,Sea,24.785394,79.718432,-1.35,75.12,66.4,107.07,8.024,3.51,Warning,Cold Wave,DRV-EABB001C,RTE-723CA46B,2298.06,70.23,444.87
SHP-8A8AF2D4B2E0,CTR-B9C89A0A65,2026-06-28 08:33:06,2026-06-28,08:33:06,Fresh Fruits,Apple,Refrigerated Van,Patna,Pune,Road,21.274175,78.710712,-0.05,58.21,71.9,12.05,2.889,4.55,Warning,Cloudy,DRV-7C585A40,RTE-2C917C09,666.07,46.97,104.97
SHP-3C883F1E1EF9,CTR-14A019EFE4,2026-07-13 13:07:06,2026-07-13,13:07:06,Chocolate,Chocolate,Refrigerated Truck,Varanasi,Noida,Air,26.235273,80.040448,-9.94,55.19,78.96,62.56,2.951,18.78,Warning,Rain,DRV-7D4C2046,RTE-FB3F8FE9,1587.43,1.0,294.93
SHP-9D55C4192A28,CTR-88AA7BC905,2026-05-22 03:36:06,2026-05-22,03:36:06,Fresh Vegetables,Tomato,Reefer Trailer,Jaipur,Nagpur,Rail,24.069523,77.734549,0.55,32.84,80.47,66.98,4.797,3.48,Active,Cloudy,DRV-2DF4003F,RTE-8E4DB0CD,1051.58,30.57,227.36
SHP-2420F50A91F6,CTR-9791C32687,2026-05-20 07:24:06,2026-05-20,07:24:06,Fresh Vegetables,Tomato,Refrigerated Van,Asansol,Delhi,Rail,25.911876,82.457401,7.77,53.72,73.26,245.22,14.236,5.42,Critical,Fog,DRV-793336E2,RTE-22C4B910,1108.84,46.02,178.11
SHP-99CB0F2D4CC5,CTR-835A0A8ED7,2026-05-20 07:21:06,2026-05-20,07:21:06,Dairy Products,Paneer,Insulated Container,Siliguri,Bhubaneswar,Rail,23.114634,86.373317,0.7,20.0,29.53,245.46,2.25,37.48,Critical,Clear,DRV-79691DE5,RTE-2923D5A1,956.38,63.85,171.75
SHP-A480B720C7DD,CTR-8217198E02,2026-05-29 08:38:06,2026-05-29,08:38:06,Bakery Products,Bread,Reefer Trailer,Srinagar,Kanpur,Rail,30.457836,76.855611,-3.81,60.58,70.74,70.36,0.672,2.5,Active,Rain,DRV-1B91E5EF,RTE-8CC18948,810.96,55.06,151.15
SHP-4825149EBE07,CTR-A5BAB4F2F6,2026-05-23 01:55:06,2026-05-23,01:55:06,Vaccines,BCG Vaccine,Refrigerated Truck,Varanasi,Siliguri,Air,26.172972,86.323897,-0.3,51.22,62.25,164.04,10.059,1.75,Active,Cold Wave,DRV-E4622770,RTE-997F0DF8,2046.68,20.77,401.94
SHP-895801553637,CTR-A2996C1A99,2026-07-08 04:18:06,2026-07-08,04:18:06,Dairy Products,Curd,Insulated Container,Kolkata,Bengaluru,Rail,17.31902,83.138266,1.78,82.47,67.0,56.41,8.374,1.13,Warning,Rain,DRV-B2196354,RTE-5DEA82B1,1092.12,36.66,185.81
SHP-7066F765FDCA,CTR-3108B56EEC,2026-06-25 08:03:06,2026-06-25,08:03:06,Bakery Products,Cake,Cold Storage Container,Gurugram,Bhopal,Sea,25.254564,77.952073,-4.51,43.5,19.34,22.45,3.507,27.77,Warning,Cloudy,DRV-0517D743,RTE-0B5226DB,1859.48,67.88,405.8
SHP-7DFBDC65C0C0,CTR-832A3EC2BB,2026-07-17 18:48:06,2026-07-17,18:48:06,Fresh Fruits,Banana,Insulated Container,Coimbatore,Varanasi,Sea,17.505418,80.132347,-2.58,38.82,69.6,15.82,17.972,4.28,Warning,Heatwave,DRV-859449CD,RTE-DC5C3642,2028.25,64.8,349.76
SHP-7FAB63B9C1A5,CTR-15E5D1E96F,2026-07-07 01:40:06,2026-07-07,01:40:06,Dairy Products,Butter,Cold Storage Container,Bhopal,Kochi,Rail,16.397084,77.262122,2.1,51.88,48.32,10.65,18.485,15.47,Warning,Fog,DRV-8EA7801F,RTE-3C7E23BB,1018.42,46.98,239.05
SHP-4FFB73014512,CTR-1915B7FEEF,2026-07-16 18:31:06,2026-07-16,18:31:06,Fresh Vegetables,Broccoli,Insulated Container,Indore,Surat,Air,22.181549,74.82952,0.65,60.82,65.43,86.79,0.834,2.76,Active,Rain,DRV-19D856E6,RTE-DE21F03B,1621.3,1.0,257.5
SHP-7CDAAA26FBC5,CTR-50BC8A187E,2026-06-03 07:02:06,2026-06-03,07:02:06,Dairy Products,Butter,Refrigerated Truck,Asansol,Nagpur,Sea,21.91103,82.413952,0.99,46.46,70.65,52.12,2.831,12.97,Warning,Storm,DRV-15826CDD,RTE-C349273F,2029.44,70.4,392.87
SHP-28B03881DCFD,CTR-ED46FE214F,2026-06-06 05:57:06,2026-06-06,05:57:06,Fresh Vegetables,Lettuce,Mini Reefer Truck,Gurugram,Varanasi,Sea,26.383371,79.67156,14.02,50.61,66.76,73.35,4.77,3.05,Warning,Clear,DRV-4129DE32,RTE-FC942CAA,2151.13,90.36,263.35
SHP-D59B85833D2A,CTR-D8BE61738F,2026-07-09 22:40:06,2026-07-09,22:40:06,Vaccines,COVID-19 Vaccine,Mini Reefer Truck,Guwahati,Ahmedabad,Sea,24.840265,81.474943,1.12,69.93,67.16,4.66,6.646,6.7,Warning,Cold Wave,DRV-D57538A8,RTE-C9CBC19F,2258.06,55.86,311.55
SHP-D6044797EEFB,CTR-ED01864761,2026-06-03 16:09:06,2026-06-03,16:09:06,Dairy Products,Paneer,Cold Storage Container,Bengaluru,Surat,Road,16.99641,76.005246,1.58,56.01,75.61,73.61,5.94,16.78,Warning,Storm,DRV-3100E50C,RTE-FCA343AC,954.55,41.46,234.37
SHP-E8A3CE2A696F,CTR-7D27599C57,2026-05-23 09:56:06,2026-05-23,09:56:06,Fresh Vegetables,Onion,Cold Storage Container,Guwahati,Visakhapatnam,Road,22.346625,87.784904,15.0,57.56,0.0,28.17,4.994,13.65,Inactive,Rain,DRV-05BABD62,RTE-CBDBD437,818.72,23.87,178.88
SHP-A5D49F397E54,CTR-05E1AC7568,2026-06-29 03:04:06,2026-06-29,03:04:06,Dairy Products,Paneer,Refrigerated Van,Chennai,Nagpur,Sea,17.382377,80.111641,-0.51,65.35,51.28,63.66,1.947,28.15,Warning,Rain,DRV-17F5B4A6,RTE-B93C03C3,2639.51,61.3,406.93
SHP-0E1BA8467FEE,CTR-0F5A986166,2026-07-07 00:55:06,2026-07-07,00:55:06,Medicines,Paracetamol Syrup,Insulated Container,Chennai,Ranchi,Air,17.825139,83.23932,-1.91,60.65,66.0,295.58,7.254,2.98,Active,Fog,DRV-B7E37E67,RTE-E029B83C,1665.19,12.0,276.63
SHP-41351679CC16,CTR-CE6B78ADDA,2026-07-17 01:44:06,2026-07-17,01:44:06,Chocolate,Chocolate,Insulated Container,Indore,Ahmedabad,Air,22.51471,73.51437,1.03,54.83,32.75,295.01,7.549,4.9,Warning,Storm,DRV-5A16C1FC,RTE-AE1D57FB,1650.2,27.07,277.29
SHP-6FA7ADB179D0,CTR-DDA6B68895,2026-07-14 15:33:06,2026-07-14,15:33:06,Frozen Foods,Frozen Meat,Insulated Container,Indore,Asansol,Sea,23.024045,82.214884,1.05,35.21,89.41,58.83,9.578,2.86,Active,Rain,DRV-1F187A35,RTE-AE74E899,2340.41,66.41,420.64
SHP-772FD6A46F2D,CTR-AF4108FAFA,2026-05-27 04:39:06,2026-05-27,04:39:06,Fresh Fruits,Banana,Insulated Container,Indore,Gurugram,Sea,25.202732,76.942631,-1.26,48.64,78.99,71.74,1.696,2.2,Active,Clear,DRV-DD7518E2,RTE-CC109958,2476.5,65.69,423.09
SHP-8700D5E73F27,CTR-FA42056D2E,2026-07-05 07:22:06,2026-07-05,07:22:06,Fresh Vegetables,Potato,Refrigerated Van,Noida,Gurugram,Air,27.982187,76.519838,-2.48,66.2,53.11,35.45,4.197,0.0,Active,Rain,DRV-BB41F776,RTE-5C44BC0F,1540.89,1.0,212.9
SHP-0A7AD0F411D3,CTR-EB3B791480,2026-07-09 17:57:06,2026-07-09,17:57:06,Dairy Products,Milk,Cold Storage Container,Bengaluru,Gurugram,Road,21.482625,76.831671,5.54,39.48,67.33,115.55,3.367,0.01,Warning,Clear,DRV-60423D67,RTE-BD222FF4,591.68,36.51,149.35
SHP-74FC10A07F0A,CTR-9AC80E0BC6,2026-06-30 20:49:06,2026-06-30,20:49:06,Fresh Fruits,Banana,Mini Reefer Truck,Srinagar,Coimbatore,Road,22.378465,76.109323,0.78,52.18,72.95,272.79,1.666,0.0,Active,Heatwave,DRV-C9A20773,RTE-685D9131,942.02,18.98,121.79
SHP-DC0B9CBD6B6B,CTR-440ADC0796,2026-07-08 04:02:06,2026-07-08,04:02:06,Fresh Vegetables,Tomato,Refrigerated Van,Bengaluru,Lucknow,Sea,19.282639,79.335411,-4.13,45.02,72.04,53.66,4.144,3.21,Active,Clear,DRV-142FB419,RTE-E4E1C42B,2324.32,63.81,360.16
